id,price
0,3611
1,984
2,15105
3,8400
4,1700
5,2383
6,1941
7,1819
8,3511
9,2504
10,5595
11,547
12,834
13,4452
14,767
15,4510
16,1367
17,4194
18,509
19,4253
20,911
21,6853
22,878
23,9002
24,4314
25,5411
26,5243
27,729
28,2352
29,18788
30,637
31,5062
32,8185
33,6084
34,1746
35,2527
36,646
37,1843
38,11957
39,383
40,1114
41,5718
42,1741
43,5694
44,2075
45,1348
46,5987
47,5599
48,3662
49,1327
50,454
51,844
52,675
53,1665
54,5127
55,936
56,4798
57,2017
58,2161
59,873
60,5841
61,6984
62,1599
63,2573
64,9645
65,2250
66,2209
67,3697
68,811
69,627
70,1706
71,5385
72,1158
73,5035
74,2394
75,15105
76,16904
77,10662
78,660
79,11722
80,3734
81,4194
82,7294
83,18231
84,6451
85,2557
86,1768
87,7058
88,1123
89,1153
90,13109
91,4916
92,1607
93,772
94,3479
95,852
96,568
97,3342
98,958
99,9384
100,741
101,1785
102,3376
103,829
104,5412
105,1046
106,7695
107,987
108,552
109,5723
110,4191
111,6480
112,1282
113,627
114,4407
115,3726
116,15105
117,1443
118,1053
119,683
120,506
121,12098
122,450
123,3643
124,10202
125,899
126,1154
127,2368
128,2598
129,6525
130,1891
131,2026
132,583
133,605
134,537
135,2797
136,517
137,1864
138,4805
139,3429
140,473
141,5431
142,1226
143,18640
144,5297
145,702
146,2945
147,2830
148,2407
149,6208
150,3885
151,9310
152,596
153,2252
154,4503
155,4830
156,6932
157,14354
158,2111
159,11628
160,2757
161,4042
162,426
163,4661
164,2777
165,767
166,898
167,3897
168,1407
169,3389
170,7485
171,9448
172,1960
173,5798
174,575
175,717
176,938
177,658
178,956
179,2845
180,1115
181,1109
182,2535
183,707
184,2468
185,544
186,5724
187,5759
188,7257
189,15109
190,8110
191,2482
192,2314
193,965
194,3856
195,2956
196,3139
197,4052
198,1250
199,12539
200,683
201,982
202,942
203,3238
204,7667
205,2543
206,1243
207,3053
208,7079
209,3506
210,577
211,4095
212,2871
213,1662
214,1236
215,5050
216,1243
217,5127
218,3896
219,576
220,2043
221,2777
222,6059
223,1264
224,764
225,648
226,2670
227,6958
228,942
229,529
230,3852
231,3763
232,7133
233,928
234,932
235,1775
236,631
237,2515
238,6409
239,4847
240,402
241,2642
242,15992
243,642
244,953
245,1103
246,2268
247,758
248,8577
249,533
250,1227
251,1436
252,1433
253,568
254,720
255,589
256,5786
257,855
258,571
259,5798
260,421
261,7965
262,5416
263,5447
264,1580
265,4388
266,2844
267,2246
268,675
269,2099
270,952
271,4268
272,2319
273,779
274,5006
275,435
276,1243
277,15729
278,505
279,1230
280,1095
281,11075
282,2157
283,6342
284,407
285,10476
286,7092
287,2393
288,660
289,1243
290,935
291,7018
292,1436
293,10572
294,512
295,8348
296,1969
297,1586
298,1016
299,2134
300,11248
301,4234
302,2863
303,2793
304,6084
305,1641
306,487
307,481
308,810
309,8763
310,1590
311,5076
312,16499
313,1443
314,7179
315,5107
316,1040
317,7491
318,5816
319,3133
320,1882
321,3591
322,863
323,625
324,589
325,3669
326,942
327,663
328,7467
329,4134
330,11228
331,2822
332,2275
333,819
334,6256
335,3734
336,4710
337,394
338,872
339,8219
340,854
341,485
342,694
343,1749
344,849
345,1789
346,2424
347,3852
348,6766
349,1279
350,561
351,1956
352,6522
353,2467
354,886
355,10471
356,6393
357,771
358,1046
359,14394
360,2721
361,4830
362,2319
363,3024
364,9788
365,586
366,5998
367,1678
368,3135
369,12647
370,3821
371,2612
372,854
373,2393
374,9863
375,6407
376,2036
377,1881
378,4128
379,6194
380,1902
381,2333
382,1015
383,1310
384,2496
385,2039
386,1824
387,14709
388,972
389,646
390,1229
391,2813
392,1343
393,928
394,14507
395,4991
396,710
397,4480
398,961
399,1746
400,3189
401,863
402,8593
403,4899
404,2843
405,679
406,1018
407,4038
408,8897
409,9552
410,13007
411,4588
412,1658
413,680
414,15826
415,722
416,4662
417,1789
418,1842
419,1690
420,3812
421,1890
422,5234
423,2450
424,9907
425,2445
426,5864
427,3844
428,1088
429,2504
430,3890
431,1368
432,2313
433,7204
434,8870
435,5371
436,752
437,1151
438,842
439,6328
440,505
441,1998
442,17497
443,784
444,777
445,689
446,3465
447,2777
448,887
449,710
450,10036
451,4155
452,9072
453,5645
454,567
455,552
456,13512
457,447
458,544
459,726
460,2742
461,16181
462,2913
463,6048
464,5058
465,3699
466,1363
467,597
468,1153
469,450
470,672
471,1125
472,2693
473,3425
474,3189
475,2153
476,744
477,1439
478,6084
479,4159
480,10308
481,2498
482,605
483,1131
484,6223
485,1200
486,5581
487,1076
488,1963
489,1080
490,4191
491,573
492,920
493,2552
494,827
495,2104
496,5757
497,1105
498,5217
499,1310
500,855
501,1813
502,863
503,1924
504,1168
505,3850
506,555
507,10080
508,597
509,7168
510,912
511,9116
512,1385
513,16397
514,1953
515,847
516,7094
517,6048
518,2294
519,800
520,1196
521,8442
522,522
523,1654
524,3422
525,612
526,7955
527,3390
528,432
529,776
530,716
531,516
532,803
533,571
534,2267
535,1415
536,1760
537,1558
538,1160
539,4719
540,2479
541,9898
542,2592
543,4620
544,1017
545,6190
546,1318
547,2737
548,394
549,891
550,628
551,716
552,1090
553,701
554,2131
555,803
556,5621
557,1875
558,739
559,4816
560,6754
561,608
562,990
563,6221
564,593
565,1437
566,11502
567,2523
568,4661
569,1321
570,2907
571,4691
572,5956
573,3833
574,1562
575,1304
576,1175
577,16994
578,3843
579,8596
580,1789
581,5419
582,6115
583,450
584,7358
585,1567
586,4791
587,1637
588,1913
589,1605
590,642
591,3547
592,4545
593,4317
594,1244
595,794
596,4911
597,2562
598,1304
599,625
600,7541
601,6342
602,7392
603,530
604,13596
605,645
606,1721
607,2374
608,4323
609,7701
610,1597
611,1009
612,4661
613,4361
614,1015
615,4452
616,1580
617,1608
618,631
619,1349
620,7964
621,776
622,810
623,2893
624,504
625,10688
626,3574
627,576
628,5123
629,421
630,544
631,1395
632,4151
633,3248
634,4309
635,4796
636,853
637,2354
638,7371
639,3685
640,2835
641,1199
642,3229
643,3878
644,526
645,749
646,2479
647,447
648,544
649,10940
650,8346
651,720
652,6999
653,13253
654,1330
655,1812
656,461
657,760
658,1645
659,4325
660,2119
661,14372
662,2460
663,442
664,10078
665,982
666,787
667,749
668,1021
669,625
670,10329
671,2573
672,1919
673,1686
674,4890
675,5599
676,16198
677,3997
678,12454
679,4001
680,956
681,11527
682,755
683,4688
684,1176
685,3043
686,8291
687,579
688,3959
689,2623
690,7391
691,5072
692,6974
693,9471
694,8654
695,6012
696,577
697,2578
698,7823
699,7453
700,1170
701,2482
702,16733
703,1949
704,492
705,1689
